"","unique(lncrna_genes$gene_id)"
"13493","ENSG00000261566"
"13494","ENSG00000261800"
"13495","ENSG00000280180"
"13496","ENSG00000260073"
"13497","ENSG00000261398"
"13498","ENSG00000260958"
"13499","ENSG00000259841"
"13500","ENSG00000287163"
"13501","ENSG00000261350"
"13502","ENSG00000261445"
"13503","ENSG00000287448"
"13504","ENSG00000260857"
"13505","ENSG00000259791"
"13506","ENSG00000261122"
"13507","ENSG00000260611"
"13508","ENSG00000279666"
"13509","ENSG00000261512"
"13510","ENSG00000261131"
"13511","ENSG00000280376"
"13512","ENSG00000261173"
"13513","ENSG00000259821"
"13514","ENSG00000260281"
"13515","ENSG00000260744"
"13516","ENSG00000279509"
"13517","ENSG00000261369"
"13518","ENSG00000262038"
"13519","ENSG00000261231"
"13520","ENSG00000261325"
"13521","ENSG00000260450"
"13522","ENSG00000288026"
"13523","ENSG00000261538"
"13524","ENSG00000280067"
"13525","ENSG00000261802"
"13526","ENSG00000261267"
"13527","ENSG00000259912"
"13528","ENSG00000260086"
"13529","ENSG00000260052"
"13530","ENSG00000272545"
"13531","ENSG00000287469"
"13532","ENSG00000261421"
"13533","ENSG00000261815"
"13534","ENSG00000279249"
"13535","ENSG00000280189"
"13536","ENSG00000262950"
"13537","ENSG00000263110"
"13538","ENSG00000261623"
"13539","ENSG00000280131"
"13540","ENSG00000275155"
"13541","ENSG00000279842"
"13542","ENSG00000261751"
"13543","ENSG00000259843"
"13544","ENSG00000279356"
"13545","ENSG00000260381"
"13546","ENSG00000287444"
"13547","ENSG00000261393"
"13548","ENSG00000261092"
"13549","ENSG00000260573"
"13550","ENSG00000260029"
"13551","ENSG00000278909"
"13552","ENSG00000205414"
"13553","ENSG00000260249"
"13554","ENSG00000270120"
"13555","ENSG00000261644"
"13556","ENSG00000260616"
"13557","ENSG00000261703"
"13558","ENSG00000261241"
"13559","ENSG00000260042"
"13560","ENSG00000261637"
"13561","ENSG00000260605"
"13562","ENSG00000260620"
"13563","ENSG00000287718"
"13564","ENSG00000261238"
"13565","ENSG00000285367"
"13566","ENSG00000280344"
"13567","ENSG00000287256"
"13568","ENSG00000260850"
"13569","ENSG00000260057"
"13570","ENSG00000261190"
"13571","ENSG00000261470"
"13572","ENSG00000279779"
"13573","ENSG00000260268"
"13574","ENSG00000261749"
"13575","ENSG00000260975"
"13576","ENSG00000260478"
"13577","ENSG00000260887"
"13578","ENSG00000279427"
"13579","ENSG00000249231"
"13580","ENSG00000285800"
"13581","ENSG00000260963"
"13582","ENSG00000260393"
"13583","ENSG00000261261"
"13584","ENSG00000261291"
"13585","ENSG00000280227"
"13586","ENSG00000279589"
"13587","ENSG00000261804"
"13588","ENSG00000262714"
"13589","ENSG00000279741"
"13590","ENSG00000280027"
"13591","ENSG00000259926"
"13592","ENSG00000279344"
"13593","ENSG00000279722"
"13594","ENSG00000287909"
"13595","ENSG00000275191"
"13596","ENSG00000261630"
"13597","ENSG00000280392"
"13598","ENSG00000260194"
"13599","ENSG00000261049"
"13600","ENSG00000259759"
"13601","ENSG00000259517"
"13602","ENSG00000283689"
"13603","ENSG00000277559"
"13604","ENSG00000261803"
"13605","ENSG00000287885"
"13606","ENSG00000286845"
"13607","ENSG00000283304"
"13608","ENSG00000283258"
"13609","ENSG00000245694"
"13610","ENSG00000286357"
"13611","ENSG00000259711"
"13612","ENSG00000259725"
"13613","ENSG00000285775"
"13614","ENSG00000259283"
"13615","ENSG00000283423"
"13616","ENSG00000263207"
"13617","ENSG00000274508"
"13618","ENSG00000260135"
"13619","ENSG00000279030"
"13620","ENSG00000261997"
"13621","ENSG00000278928"
"13622","ENSG00000246379"
"13623","ENSG00000279523"
"13624","ENSG00000260041"
"13625","ENSG00000261439"
"13626","ENSG00000287866"
"13627","ENSG00000260198"
"13628","ENSG00000279764"
"13629","ENSG00000272372"
"13630","ENSG00000260621"
"13631","ENSG00000274031"
"13632","ENSG00000260823"
"13633","ENSG00000259923"
"13634","ENSG00000259827"
"13635","ENSG00000261302"
"13636","ENSG00000261270"
"13637","ENSG00000261114"
"13638","ENSG00000260145"
"13639","ENSG00000260148"
"13640","ENSG00000279019"
"13641","ENSG00000279803"
"13642","ENSG00000285979"
"13643","ENSG00000276663"
"13644","ENSG00000260038"
"13645","ENSG00000260345"
"13646","ENSG00000261633"
"13647","ENSG00000260467"
"13648","ENSG00000276166"
"13649","ENSG00000187185"
"13650","ENSG00000260545"
"13651","ENSG00000260927"
"13652","ENSG00000260867"
"13653","ENSG00000261078"
"13654","ENSG00000276131"
"13655","ENSG00000260186"
"13656","ENSG00000276259"
"13657","ENSG00000279889"
"13658","ENSG00000245768"
"13659","ENSG00000261638"
"13660","ENSG00000261807"
"13661","ENSG00000261436"
"13662","ENSG00000261310"
"13663","ENSG00000286653"
"13664","ENSG00000260600"
"13665","ENSG00000260115"
"13666","ENSG00000280261"
"13667","ENSG00000231589"
"13668","ENSG00000261502"
"13669","ENSG00000269986"
"13670","ENSG00000260658"
"13671","ENSG00000261743"
"13672","ENSG00000279225"
"13673","ENSG00000261014"
"13674","ENSG00000261653"
"13675","ENSG00000260715"
"13676","ENSG00000261028"
"13677","ENSG00000259846"
"13678","ENSG00000278893"
"13679","ENSG00000259847"
"13680","ENSG00000260834"
"13681","ENSG00000260364"
"13682","ENSG00000261742"
"13683","ENSG00000261818"
"13684","ENSG00000260004"
"13685","ENSG00000260695"
"13686","ENSG00000286928"
"13687","ENSG00000246898"
"13688","ENSG00000261656"
"13689","ENSG00000260755"
"13690","ENSG00000261519"
"13691","ENSG00000277978"
"13692","ENSG00000260650"
"13693","ENSG00000260465"
"13694","ENSG00000287965"
"13695","ENSG00000260558"
"13696","ENSG00000246777"
"13697","ENSG00000258122"
"13698","ENSG00000265408"
"13699","ENSG00000280416"
"13700","ENSG00000280334"
"13701","ENSG00000280163"
"13702","ENSG00000262691"
"13703","ENSG00000261320"
"13704","ENSG00000270049"
"13705","ENSG00000276075"
"13706","ENSG00000261396"
"13707","ENSG00000259945"
"13708","ENSG00000260894"
"13709","ENSG00000261386"
"13710","ENSG00000280214"
"13711","ENSG00000259804"
"13712","ENSG00000237718"
"13713","ENSG00000270165"
"13714","ENSG00000263126"
"13715","ENSG00000261864"
"13716","ENSG00000262514"
"13717","ENSG00000279621"
"13718","ENSG00000260891"
"13719","ENSG00000263276"
"13720","ENSG00000262160"
"13721","ENSG00000261469"
"13722","ENSG00000260441"
"13723","ENSG00000279649"
"13724","ENSG00000259797"
"13725","ENSG00000279693"
"13726","ENSG00000287760"
"13727","ENSG00000274698"
"13728","ENSG00000260084"
"13729","ENSG00000275383"
"13730","ENSG00000260577"
"13731","ENSG00000260798"
"13732","ENSG00000260999"
"13733","ENSG00000266801"
"13734","ENSG00000265113"
"13735","ENSG00000260108"
"13736","ENSG00000274093"
"13737","ENSG00000260772"
"13738","ENSG00000261602"
"13739","ENSG00000262136"
"13740","ENSG00000196696"
"13741","ENSG00000247228"
"13742","ENSG00000261777"
"13743","ENSG00000285710"
"13744","ENSG00000260111"
"13745","ENSG00000279569"
"13746","ENSG00000279412"
"13747","ENSG00000260156"
"13748","ENSG00000214353"
"13749","ENSG00000279815"
"13750","ENSG00000279122"
"13751","ENSG00000279123"
"13752","ENSG00000262890"
"13753","ENSG00000259833"
"13754","ENSG00000259798"
"13755","ENSG00000261260"
"13756","ENSG00000261348"
"13757","ENSG00000247324"
"13758","ENSG00000260520"
"13759","ENSG00000260015"
"13760","ENSG00000260886"
"13761","ENSG00000260593"
"13762","ENSG00000260185"
"13763","ENSG00000261513"
"13764","ENSG00000260612"
"13765","ENSG00000279592"
"13766","ENSG00000261765"
"13767","ENSG00000260252"
"13768","ENSG00000261673"
"13769","ENSG00000261008"
"13770","ENSG00000260664"
"13771","ENSG00000259768"
"13772","ENSG00000279206"
"13773","ENSG00000259209"
"13774","ENSG00000279757"
"13775","ENSG00000280092"
"13776","ENSG00000272330"
"13777","ENSG00000279591"
"13778","ENSG00000271009"
"13779","ENSG00000260880"
"13780","ENSG00000284675"
"13781","ENSG00000261227"
"13782","ENSG00000279120"
"13783","ENSG00000258779"
"13784","ENSG00000260848"
"13785","ENSG00000283457"
"13786","ENSG00000259817"
"13787","ENSG00000261404"
"13788","ENSG00000279420"
"13789","ENSG00000279100"
"13790","ENSG00000261248"
"13791","ENSG00000275236"
"13792","ENSG00000259972"
"13793","ENSG00000260884"
"13794","ENSG00000261079"
"13795","ENSG00000261170"
"13796","ENSG00000247033"
"13797","ENSG00000261058"
"13798","ENSG00000280152"
"13799","ENSG00000259999"
"13800","ENSG00000261783"
"13801","ENSG00000274220"
"13802","ENSG00000261476"
"13803","ENSG00000203472"
"13804","ENSG00000273971"
"13805","ENSG00000259992"
"13806","ENSG00000276408"
"13807","ENSG00000276523"
"13808","ENSG00000261313"
"13809","ENSG00000260223"
"13810","ENSG00000260983"
"13811","ENSG00000286841"
"13812","ENSG00000273659"
"13813","ENSG00000250514"
"13814","ENSG00000259995"
"13815","ENSG00000279856"
"13816","ENSG00000261063"
"13817","ENSG00000260922"
"13818","ENSG00000260701"
"13819","ENSG00000261154"
"13820","ENSG00000278862"
"13821","ENSG00000261707"
"13822","ENSG00000285538"
"13823","ENSG00000278926"
"13824","ENSG00000261540"
"13825","ENSG00000276007"
"13826","ENSG00000279991"
"13827","ENSG00000260969"
"13828","ENSG00000287106"
"13829","ENSG00000260733"
"13830","ENSG00000279887"
"13831","ENSG00000261837"
"13832","ENSG00000279129"
"13833","ENSG00000286894"
"13834","ENSG00000280115"
"13835","ENSG00000280190"
"13836","ENSG00000260816"
"13837","ENSG00000279732"
"13838","ENSG00000261537"
"13839","ENSG00000280274"
"13840","ENSG00000260694"
"13841","ENSG00000260479"
"13842","ENSG00000260511"
"13843","ENSG00000277954"
"13844","ENSG00000285918"
"13845","ENSG00000261722"
"13846","ENSG00000261472"
"13847","ENSG00000277214"
"13848","ENSG00000278058"
"13849","ENSG00000275040"
"13850","ENSG00000279378"
"13851","ENSG00000260876"
"13852","ENSG00000261390"
"13853","ENSG00000261082"
"13854","ENSG00000260237"
"13855","ENSG00000260706"
"13856","ENSG00000259867"
"13857","ENSG00000261376"
"13858","ENSG00000260183"
"13859","ENSG00000260737"
"13860","ENSG00000260064"
"13861","ENSG00000260594"
"13862","ENSG00000260896"
"13863","ENSG00000278985"
"13864","ENSG00000260213"
"13865","ENSG00000261061"
"13866","ENSG00000261141"
"13867","ENSG00000261838"
"13868","ENSG00000245059"
"13869","ENSG00000286759"
"13870","ENSG00000280182"
"13871","ENSG00000260495"
"13872","ENSG00000272923"
"13873","ENSG00000279021"
"13874","ENSG00000279476"
"13875","ENSG00000279681"
"13876","ENSG00000279294"
"13877","ENSG00000279841"
"13878","ENSG00000261218"
"13879","ENSG00000276519"
"13880","ENSG00000261235"
"13881","ENSG00000261029"
"13882","ENSG00000261285"
"13883","ENSG00000280044"
"13884","ENSG00000260862"
"13885","ENSG00000286528"
"13886","ENSG00000260832"
"13887","ENSG00000261410"
"13888","ENSG00000261103"
"13889","ENSG00000260788"
"13890","ENSG00000259914"
"13891","ENSG00000260228"
"13892","ENSG00000260932"
"13893","ENSG00000285792"
"13894","ENSG00000274677"
"13895","ENSG00000260018"
"13896","ENSG00000250685"
"13897","ENSG00000260858"
"13898","ENSG00000260530"
"13899","ENSG00000260504"
"13900","ENSG00000261286"
"13901","ENSG00000261243"
"13902","ENSG00000261471"
"13903","ENSG00000285848"
"13904","ENSG00000260859"
"13905","ENSG00000279622"
"13906","ENSG00000260340"
"13907","ENSG00000278214"
"13908","ENSG00000275088"
"13909","ENSG00000287787"
"13910","ENSG00000179219"
"13911","ENSG00000287946"
"13912","ENSG00000278716"
"13913","ENSG00000270124"
"13914","ENSG00000260417"
"13915","ENSG00000275393"
"13916","ENSG00000287125"
"13917","ENSG00000269898"
"13918","ENSG00000270184"
"13919","ENSG00000270159"
"13920","ENSG00000286510"
"13921","ENSG00000279907"
"13922","ENSG00000285163"
"13923","ENSG00000268804"
"13924","ENSG00000285040"
"13925","ENSG00000269667"
"13926","ENSG00000285012"
"13927","ENSG00000279604"
"13928","ENSG00000261177"
"13929","ENSG00000268078"
"13930","ENSG00000268505"
"13931","ENSG00000269186"
"13932","ENSG00000268754"
"13933","ENSG00000268532"
"13934","ENSG00000168367"
"13935","ENSG00000269826"
"13936","ENSG00000268388"
"13937","ENSG00000270020"
"13938","ENSG00000280278"
"13939","ENSG00000260944"
"13940","ENSG00000279142"
"13941","ENSG00000260387"
"13942","ENSG00000261161"
"13943","ENSG00000274478"
"13944","ENSG00000261175"
"13945","ENSG00000260026"
"13946","ENSG00000287010"
"13947","ENSG00000287161"
"13948","ENSG00000232190"
"13949","ENSG00000261363"
"13950","ENSG00000285527"
"13951","ENSG00000261095"
"13952","ENSG00000261651"
"13953","ENSG00000261697"
"13954","ENSG00000280419"
"13955","ENSG00000270006"
"13956","ENSG00000270082"
"13957","ENSG00000269901"
"13958","ENSG00000261592"
"13959","ENSG00000276337"
"13960","ENSG00000260750"
"13961","ENSG00000269935"
"13962","ENSG00000277504"
"13963","ENSG00000226180"
"13964","ENSG00000260671"
"13965","ENSG00000260498"
"13966","ENSG00000260177"
"13967","ENSG00000260466"
"13968","ENSG00000261193"
"13969","ENSG00000260166"
"13970","ENSG00000205037"
"13971","ENSG00000260162"
"13972","ENSG00000261327"
"13973","ENSG00000260420"
"13974","ENSG00000261816"
"13975","ENSG00000261273"
"13976","ENSG00000261744"
"13977","ENSG00000260630"
"13978","ENSG00000259813"
"13979","ENSG00000278341"
"13980","ENSG00000260121"
"13981","ENSG00000224888"
"13982","ENSG00000260617"
"13983","ENSG00000182376"
"13984","ENSG00000259881"
"13985","ENSG00000261226"
"13986","ENSG00000205018"
"13987","ENSG00000259989"
"13988","ENSG00000256982"
"13989","ENSG00000261546"
"13990","ENSG00000180422"
"13991","ENSG00000205015"
"13992","ENSG00000259877"
"13993","ENSG00000260659"
"13994","ENSG00000268218"
"13995","ENSG00000260279"
"13996","ENSG00000261253"
"13997","ENSG00000261692"
"13998","ENSG00000287351"
"13999","ENSG00000261118"
"14000","ENSG00000275734"
"14001","ENSG00000260259"
"14002","ENSG00000261373"
"14003","ENSG00000267048"
"14004","ENSG00000259006"
"14005","ENSG00000221819"
"14006","ENSG00000260528"
"14007","ENSG00000260507"
"14008","ENSG00000261172"
"14009","ENSG00000260923"
"14010","ENSG00000280279"
"14011","ENSG00000280136"
"14012","ENSG00000273172"
"14013","ENSG00000262920"
"14014","ENSG00000262061"
"14015","ENSG00000262294"
"14016","ENSG00000262558"
"14017","ENSG00000241525"
"14018","ENSG00000263015"
"14019","ENSG00000263300"
"14020","ENSG00000262905"
"14021","ENSG00000262228"
"14022","ENSG00000262434"
"14023","ENSG00000277491"
"14024","ENSG00000262133"
"14025","ENSG00000262003"
"14026","ENSG00000235361"
"14027","ENSG00000262213"
"14028","ENSG00000280408"
"14029","ENSG00000262777"
"14030","ENSG00000236618"
"14031","ENSG00000277597"
"14032","ENSG00000186594"
"14033","ENSG00000262791"
"14034","ENSG00000262445"
"14035","ENSG00000228133"
"14036","ENSG00000262869"
"14037","ENSG00000287553"
"14038","ENSG00000262533"
"14039","ENSG00000263050"
"14040","ENSG00000280333"
"14041","ENSG00000262810"
"14042","ENSG00000279040"
"14043","ENSG00000279562"
"14044","ENSG00000279340"
"14045","ENSG00000236838"
"14046","ENSG00000236457"
"14047","ENSG00000225084"
"14048","ENSG00000278941"
"14049","ENSG00000280242"
"14050","ENSG00000274758"
"14051","ENSG00000263345"
"14052","ENSG00000262456"
"14053","ENSG00000279872"
"14054","ENSG00000280280"
"14055","ENSG00000279432"
"14056","ENSG00000272770"
"14057","ENSG00000272911"
"14058","ENSG00000262050"
"14059","ENSG00000277200"
"14060","ENSG00000272920"
"14061","ENSG00000262884"
"14062","ENSG00000261848"
"14063","ENSG00000280268"
"14064","ENSG00000263338"
"14065","ENSG00000261916"
"14066","ENSG00000262903"
"14067","ENSG00000262692"
"14068","ENSG00000262358"
"14069","ENSG00000263312"
"14070","ENSG00000263165"
"14071","ENSG00000274363"
"14072","ENSG00000262823"
"14073","ENSG00000229782"
"14074","ENSG00000262921"
"14075","ENSG00000261863"
"14076","ENSG00000235085"
"14077","ENSG00000244184"
"14078","ENSG00000261898"
"14079","ENSG00000280254"
"14080","ENSG00000262429"
"14081","ENSG00000234203"
"14082","ENSG00000262678"
"14083","ENSG00000262227"
"14084","ENSG00000227495"
"14085","ENSG00000262693"
"14086","ENSG00000234327"
"14087","ENSG00000261879"
"14088","ENSG00000263164"
"14089","ENSG00000263220"
"14090","ENSG00000263272"
"14091","ENSG00000262099"
"14092","ENSG00000286356"
"14093","ENSG00000284837"
"14094","ENSG00000262231"
"14095","ENSG00000285593"
"14096","ENSG00000261996"
"14097","ENSG00000279296"
"14098","ENSG00000215067"
"14099","ENSG00000263316"
"14100","ENSG00000267047"
"14101","ENSG00000262089"
"14102","ENSG00000267532"
"14103","ENSG00000279812"
"14104","ENSG00000279641"
"14105","ENSG00000263342"
"14106","ENSG00000263171"
"14107","ENSG00000262880"
"14108","ENSG00000262624"
"14109","ENSG00000263301"
"14110","ENSG00000272884"
"14111","ENSG00000276384"
"14112","ENSG00000264772"
"14113","ENSG00000233223"
"14114","ENSG00000280046"
"14115","ENSG00000279174"
"14116","ENSG00000263427"
"14117","ENSG00000214999"
"14118","ENSG00000266824"
"14119","ENSG00000279152"
"14120","ENSG00000178977"
"14121","ENSG00000269947"
"14122","ENSG00000226871"
"14123","ENSG00000266279"
"14124","ENSG00000265749"
"14125","ENSG00000266389"
"14126","ENSG00000265975"
"14127","ENSG00000262966"
"14128","ENSG00000273816"
"14129","ENSG00000263708"
"14130","ENSG00000225751"
"14131","ENSG00000262815"
"14132","ENSG00000263051"
"14133","ENSG00000271851"
"14134","ENSG00000265349"
"14135","ENSG00000262296"
"14136","ENSG00000282882"
"14137","ENSG00000278944"
"14138","ENSG00000283025"
"14139","ENSG00000273388"
"14140","ENSG00000264067"
"14141","ENSG00000272736"
"14142","ENSG00000272975"
"14143","ENSG00000214970"
"14144","ENSG00000261433"
"14145","ENSG00000263388"
"14146","ENSG00000263400"
"14147","ENSG00000285220"
"14148","ENSG00000264016"
"14149","ENSG00000266114"
"14150","ENSG00000284876"
"14151","ENSG00000279542"
"14152","ENSG00000263508"
"14153","ENSG00000285541"
"14154","ENSG00000264727"
"14155","ENSG00000263684"
"14156","ENSG00000266368"
"14157","ENSG00000265400"
"14158","ENSG00000286617"
"14159","ENSG00000179136"
"14160","ENSG00000287462"
"14161","ENSG00000227274"
"14162","ENSG00000265489"
"14163","ENSG00000280168"
"14164","ENSG00000277621"
"14165","ENSG00000263707"
"14166","ENSG00000273098"
"14167","ENSG00000234634"
"14168","ENSG00000236088"
"14169","ENSG00000265494"
"14170","ENSG00000233852"
"14171","ENSG00000266744"
"14172","ENSG00000262786"
"14173","ENSG00000266709"
"14174","ENSG00000266378"
"14175","ENSG00000230647"
"14176","ENSG00000226130"
"14177","ENSG00000205325"
"14178","ENSG00000238212"
"14179","ENSG00000232058"
"14180","ENSG00000259944"
"14181","ENSG00000287307"
"14182","ENSG00000265163"
"14183","ENSG00000279660"
"14184","ENSG00000265445"
"14185","ENSG00000286792"
"14186","ENSG00000230971"
"14187","ENSG00000237377"
"14188","ENSG00000279567"
"14189","ENSG00000266667"
"14190","ENSG00000266538"
"14191","ENSG00000266261"
"14192","ENSG00000233002"
"14193","ENSG00000233193"
"14194","ENSG00000265519"
"14195","ENSG00000276855"
"14196","ENSG00000237057"
"14197","ENSG00000275413"
"14198","ENSG00000227782"
"14199","ENSG00000265401"
"14200","ENSG00000264739"
"14201","ENSG00000239203"
"14202","ENSG00000175061"
"14203","ENSG00000266651"
"14204","ENSG00000286743"
"14205","ENSG00000266803"
"14206","ENSG00000264765"
"14207","ENSG00000272815"
"14208","ENSG00000264673"
"14209","ENSG00000288235"
"14210","ENSG00000264729"
"14211","ENSG00000283033"
"14212","ENSG00000230709"
"14213","ENSG00000230969"
"14214","ENSG00000260328"
"14215","ENSG00000287114"
"14216","ENSG00000287910"
"14217","ENSG00000225442"
"14218","ENSG00000263624"
"14219","ENSG00000278864"
"14220","ENSG00000266498"
"14221","ENSG00000286430"
"14222","ENSG00000265511"
"14223","ENSG00000264666"
"14224","ENSG00000279200"
"14225","ENSG00000223979"
"14226","ENSG00000237328"
"14227","ENSG00000226746"
"14228","ENSG00000264167"
"14229","ENSG00000197815"
"14230","ENSG00000280198"
"14231","ENSG00000279428"
"14232","ENSG00000266677"
"14233","ENSG00000260647"
"14234","ENSG00000264177"
"14235","ENSG00000220161"
"14236","ENSG00000273018"
"14237","ENSG00000287058"
"14238","ENSG00000265478"
"14239","ENSG00000264273"
"14240","ENSG00000196893"
"14241","ENSG00000279825"
"14242","ENSG00000230197"
"14243","ENSG00000263394"
"14244","ENSG00000228157"
"14245","ENSG00000262202"
"14246","ENSG00000262319"
"14247","ENSG00000266664"
"14248","ENSG00000197665"
"14249","ENSG00000262292"
"14250","ENSG00000266311"
"14251","ENSG00000236022"
"14252","ENSG00000281856"
"14253","ENSG00000235397"
"14254","ENSG00000286799"
"14255","ENSG00000287196"
"14256","ENSG00000265126"
"14257","ENSG00000235979"
"14258","ENSG00000227078"
"14259","ENSG00000231477"
"14260","ENSG00000262769"
"14261","ENSG00000264932"
"14262","ENSG00000262681"
"14263","ENSG00000264785"
"14264","ENSG00000279251"
"14265","ENSG00000276406"
"14266","ENSG00000270091"
"14267","ENSG00000266126"
"14268","ENSG00000261033"
"14269","ENSG00000263494"
"14270","ENSG00000266839"
"14271","ENSG00000287490"
"14272","ENSG00000266925"
"14273","ENSG00000260907"
"14274","ENSG00000267075"
"14275","ENSG00000264422"
"14276","ENSG00000227685"
"14277","ENSG00000264215"
"14278","ENSG00000266369"
"14279","ENSG00000233098"
"14280","ENSG00000264660"
"14281","ENSG00000263986"
"14282","ENSG00000236819"
"14283","ENSG00000235530"
"14284","ENSG00000212719"
"14285","ENSG00000287671"
"14286","ENSG00000265043"
"14287","ENSG00000264023"
"14288","ENSG00000265265"
"14289","ENSG00000266466"
"14290","ENSG00000263609"
"14291","ENSG00000264956"
"14292","ENSG00000178130"
"14293","ENSG00000276399"
"14294","ENSG00000261020"
"14295","ENSG00000243655"
"14296","ENSG00000264262"
"14297","ENSG00000264734"
"14298","ENSG00000285822"
"14299","ENSG00000265246"
"14300","ENSG00000266313"
"14301","ENSG00000265801"
"14302","ENSG00000266872"
"14303","ENSG00000266527"
"14304","ENSG00000260019"
"14305","ENSG00000286589"
"14306","ENSG00000287721"
"14307","ENSG00000267644"
"14308","ENSG00000267259"
"14309","ENSG00000266830"
"14310","ENSG00000264486"
"14311","ENSG00000260777"
"14312","ENSG00000258924"
"14313","ENSG00000265618"
"14314","ENSG00000277450"
"14315","ENSG00000279532"
"14316","ENSG00000265254"
"14317","ENSG00000265168"
"14318","ENSG00000227543"
"14319","ENSG00000264608"
"14320","ENSG00000265287"
"14321","ENSG00000264044"
"14322","ENSG00000265205"
"14323","ENSG00000264577"
"14324","ENSG00000267729"
"14325","ENSG00000265073"
"14326","ENSG00000265474"
"14327","ENSG00000265840"
"14328","ENSG00000264066"
"14329","ENSG00000264304"
"14330","ENSG00000266642"
"14331","ENSG00000265845"
"14332","ENSG00000265908"
"14333","ENSG00000263613"
"14334","ENSG00000238007"
"14335","ENSG00000263709"
"14336","ENSG00000266111"
"14337","ENSG00000264808"
"14338","ENSG00000264031"
"14339","ENSG00000264290"
"14340","ENSG00000264647"
"14341","ENSG00000264007"
"14342","ENSG00000263370"
"14343","ENSG00000265625"
"14344","ENSG00000263657"
"14345","ENSG00000263477"
"14346","ENSG00000265289"
"14347","ENSG00000265394"
"14348","ENSG00000266919"
"14349","ENSG00000265739"
"14350","ENSG00000266987"
"14351","ENSG00000264125"
"14352","ENSG00000266120"
"14353","ENSG00000263860"
"14354","ENSG00000279431"
"14355","ENSG00000266775"
"14356","ENSG00000259928"
"14357","ENSG00000231421"
"14358","ENSG00000214719"
"14359","ENSG00000279337"
"14360","ENSG00000265443"
"14361","ENSG00000263603"
"14362","ENSG00000280069"
"14363","ENSG00000265791"
"14364","ENSG00000266490"
"14365","ENSG00000276250"
"14366","ENSG00000265334"
"14367","ENSG00000263531"
"14368","ENSG00000275185"
"14369","ENSG00000230113"
"14370","ENSG00000265743"
"14371","ENSG00000286194"
"14372","ENSG00000264456"
"14373","ENSG00000266340"
"14374","ENSG00000264107"
"14375","ENSG00000266371"
"14376","ENSG00000278977"
"14377","ENSG00000278546"
"14378","ENSG00000228768"
"14379","ENSG00000266877"
"14380","ENSG00000263567"
"14381","ENSG00000265046"
"14382","ENSG00000263990"
"14383","ENSG00000278867"
"14384","ENSG00000277511"
"14385","ENSG00000214708"
"14386","ENSG00000280033"
"14387","ENSG00000280020"
"14388","ENSG00000287506"
"14389","ENSG00000263674"
"14390","ENSG00000265794"
"14391","ENSG00000265139"
"14392","ENSG00000274341"
"14393","ENSG00000278668"
"14394","ENSG00000266385"
"14395","ENSG00000279762"
"14396","ENSG00000264083"
"14397","ENSG00000266718"
"14398","ENSG00000280245"
"14399","ENSG00000265222"
"14400","ENSG00000263717"
"14401","ENSG00000279781"
"14402","ENSG00000266599"
"14403","ENSG00000265337"
"14404","ENSG00000264458"
"14405","ENSG00000226377"
"14406","ENSG00000236377"
"14407","ENSG00000264598"
"14408","ENSG00000280349"
"14409","ENSG00000266535"
"14410","ENSG00000265544"
"14411","ENSG00000265697"
"14412","ENSG00000265125"
"14413","ENSG00000265115"
"14414","ENSG00000264643"
"14415","ENSG00000265689"
"14416","ENSG00000283417"
"14417","ENSG00000279668"
"14418","ENSG00000265356"
"14419","ENSG00000263435"
"14420","ENSG00000279674"
"14421","ENSG00000263485"
"14422","ENSG00000265775"
"14423","ENSG00000264791"
"14424","ENSG00000263571"
"14425","ENSG00000261156"
"14426","ENSG00000264990"
"14427","ENSG00000225582"
"14428","ENSG00000197322"
"14429","ENSG00000278860"
"14430","ENSG00000264174"
"14431","ENSG00000264622"
"14432","ENSG00000285559"
"14433","ENSG00000273687"
"14434","ENSG00000267457"
"14435","ENSG00000267782"
"14436","ENSG00000266981"
"14437","ENSG00000266947"
"14438","ENSG00000267364"
"14439","ENSG00000267711"
"14440","ENSG00000267547"
"14441","ENSG00000267745"
"14442","ENSG00000286065"
"14443","ENSG00000267349"
"14444","ENSG00000267074"
"14445","ENSG00000267035"
"14446","ENSG00000267359"
"14447","ENSG00000267625"
"14448","ENSG00000267321"
"14449","ENSG00000271392"
"14450","ENSG00000270829"
"14451","ENSG00000270871"
"14452","ENSG00000270894"
"14453","ENSG00000270240"
"14454","ENSG00000275431"
"14455","ENSG00000275944"
"14456","ENSG00000278690"
"14457","ENSG00000277089"
"14458","ENSG00000276241"
"14459","ENSG00000274767"
"14460","ENSG00000278097"
"14461","ENSG00000275720"
"14462","ENSG00000276508"
"14463","ENSG00000275613"
"14464","ENSG00000277268"
"14465","ENSG00000276707"
"14466","ENSG00000277911"
"14467","ENSG00000277589"
"14468","ENSG00000277579"
"14469","ENSG00000278638"
"14470","ENSG00000276054"
"14471","ENSG00000273965"
"14472","ENSG00000277688"
"14473","ENSG00000277501"
"14474","ENSG00000274244"
"14475","ENSG00000275173"
"14476","ENSG00000276170"
"14477","ENSG00000274996"
"14478","ENSG00000277969"
"14479","ENSG00000275532"
"14480","ENSG00000275665"
"14481","ENSG00000279119"
"14482","ENSG00000277182"
"14483","ENSG00000263466"
"14484","ENSG00000265784"
"14485","ENSG00000266588"
"14486","ENSG00000266013"
"14487","ENSG00000286443"
"14488","ENSG00000280177"
"14489","ENSG00000266101"
"14490","ENSG00000266469"
